Document Id,Company Code,Document Number,Fiscal Year,Document Status,Exception Reason,Document type,DP Document Type,Credit Memo,Reference,Vendor,Total Amt in Doc Curr,Doc Currency,Amt in Report Currency,Re. Currency,Posting date,Due Date,Related Object Key,Days to Due,Overdue,Requisitioner Name,Vendor Name,Purchasing Document,Plant,Purchasing Group,Cycle Time,Document Date,Exception Date,Enter on,Enter at,Start on,Start at,End on,End at,Update Date,Update Time,Reversal Doc#,Revsed F_Year,Old Doc Num,Old Company Code,Old Fiscal Year,Creation Date,Creation Time,End on2,End at3,Doc Currency4,Process Type,Rescan Reason,Delete Reason,Target System,Rescan Reason Code,Obsoleter Reason Code,IDoc number,User Mapping Object ID,DP ID before restart,Days Past Due,Days to Due5,Processor ID,Current Invoice,Aged 1-30 Days,Aged 31-45 Days,Aged 46-60 Days,Aged 61-90 Days,Aged 90+ Days,Current Agent Email,Valid
137,,4637556,,,,,,,,2049,334.67,,,,11/15/2018,,,,,,Example Company 1,0000050137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,,8521648,,,,,,,,2122,11.33,,,,04/01/2011,,,,,,WE SPRAY PESTICIDE CO.,0000050138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,,6976730,,,,,,,,1432,2147.00,,,,04/11/2013,,,,,,WESTERN PACKAGING,0000050139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,,4743101,,,,,,,,2049,771.33,,,,09/15/2010,,,,,,Example Company 1,0000050140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,,8269629,,,,,,,,9834,3028.33,,,,10/15/2016,,,,,,Supply All INC,0000050141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,,3738954,,,,,,,,4500,2729.00,,,,04/14/2013,,,,,,PARTS HOUSE LLC.,0000050142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,,1558714,,,,,,,,9153,3047.67,,,,02/10/2016,,,,,,Water Supply INC,0000050143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,,3505014,,,,,,,,7732,1361.33,,,,10/13/2017,,,,,,Digital Supply Co,0000050144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,,5783657,,,,,,,,2122,802.67,,,,10/22/2017,,,,,,WE SPRAY PESTICIDE CO.,0000050145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,,8950678,,,,,,,,2342,2644.33,,,,07/06/2014,,,,,,The Walter Co,0000050146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,,5167958,,,,,,,,9834,3310.33,,,,06/15/2010,,,,,,Supply All INC,0000050147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,,7825190,,,,,,,,7732,1132.33,,,,02/16/2014,,,,,,Digital Supply Co,0000050148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,,9457995,,,,,,,,2049,1369.33,,,,07/19/2014,,,,,,Example Company 1,0000050149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,9334080,,,,,,,,4500,2563.67,,,,10/06/2016,,,,,,PARTS HOUSE LLC.,0000050150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,,3526135,,,,,,,,9834,806.33,,,,05/11/2014,,,,,,Supply All INC,0000050151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,,2188140,,,,,,,,9834,2744.33,,,,11/23/2014,,,,,,Supply All INC,0000050152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,,8811610,,,,,,,,7732,1791.33,,,,07/16/2018,,,,,,Digital Supply Co,0000050153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,,5217198,,,,,,,,9834,338.33,,,,10/26/2019,,,,,,Supply All INC,0000050154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,,5146268,,,,,,,,2049,2500.00,,,,07/26/2010,,,,,,Example Company 1,0000050155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,,1801971,,,,,,,,2049,2851.67,,,,10/12/2018,,,,,,Example Company 1,0000050156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,,3723650,,,,,,,,2342,1888.33,,,,04/03/2019,,,,,,The Walter Co,0000050157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,,3271191,,,,,,,,2049,3217.33,,,,11/02/2013,,,,,,Example Company 1,0000050158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,,8522457,,,,,,,,9153,378.67,,,,03/19/2011,,,,,,Water Supply INC,0000050159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,,2819680,,,,,,,,9834,307.33,,,,08/07/2011,,,,,,Supply All INC,0000050160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,,5926432,,,,,,,,9153,664.00,,,,07/25/2011,,,,,,Water Supply INC,0000050161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,,6065096,,,,,,,,9834,2729.33,,,,11/12/2011,,,,,,Supply All INC,0000050162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,,5788693,,,,,,,,1432,1924.33,,,,06/21/2012,,,,,,WESTERN PACKAGING,0000050163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,,622342,,,,,,,,2122,1570.00,,,,08/12/2010,,,,,,WE SPRAY PESTICIDE CO.,0000050164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,,1507639,,,,,,,,1432,1304.33,,,,03/07/2015,,,,,,WESTERN PACKAGING,0000050165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,,2464258,,,,,,,,4500,205.33,,,,06/01/2015,,,,,,PARTS HOUSE LLC.,0000050166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,,80257,,,,,,,,2049,3329.00,,,,03/16/2011,,,,,,Example Company 1,0000050167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,,4102801,,,,,,,,4500,529.67,,,,11/17/2010,,,,,,PARTS HOUSE LLC.,0000050168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,,8131569,,,,,,,,7732,1916.33,,,,08/22/2011,,,,,,Digital Supply Co,0000050169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,,9693553,,,,,,,,4500,248.33,,,,02/02/2017,,,,,,PARTS HOUSE LLC.,0000050170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,,327939,,,,,,,,2122,3000.67,,,,04/23/2016,,,,,,WE SPRAY PESTICIDE CO.,0000050171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,,1712151,,,,,,,,2122,2010.33,,,,08/06/2014,,,,,,WE SPRAY PESTICIDE CO.,0000050172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,,7482875,,,,,,,,2049,2605.00,,,,10/26/2011,,,,,,Example Company 1,0000050173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,,863577,,,,,,,,1432,2506.33,,,,05/02/2012,,,,,,WESTERN PACKAGING,0000050174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,,9471527,,,,,,,,4500,141.33,,,,07/05/2010,,,,,,PARTS HOUSE LLC.,0000050175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,,3534052,,,,,,,,1432,894.33,,,,06/02/2013,,,,,,WESTERN PACKAGING,0000050176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,,2689784,,,,,,,,2049,310.33,,,,05/20/2013,,,,,,Example Company 1,0000050177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,,1186985,,,,,,,,9153,3321.33,,,,01/20/2013,,,,,,Water Supply INC,0000050178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,,3644119,,,,,,,,9153,2530.67,,,,01/03/2016,,,,,,Water Supply INC,0000050179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,,7793693,,,,,,,,1432,1713.67,,,,02/22/2019,,,,,,WESTERN PACKAGING,0000050180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,,162103,,,,,,,,9153,2784.00,,,,06/16/2010,,,,,,Water Supply INC,0000050181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,,6503072,,,,,,,,2122,2797.67,,,,07/22/2013,,,,,,WE SPRAY PESTICIDE CO.,0000050182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,,3305506,,,,,,,,7732,947.33,,,,04/11/2013,,,,,,Digital Supply Co,0000050183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,,6753171,,,,,,,,4500,593.00,,,,06/15/2011,,,,,,PARTS HOUSE LLC.,0000050184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,,8427554,,,,,,,,2342,425.33,,,,05/25/2013,,,,,,The Walter Co,0000050185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,,6038536,,,,,,,,2049,1500.67,,,,04/08/2019,,,,,,Example Company 1,0000050186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,,8455250,,,,,,,,2049,1475.33,,,,09/02/2016,,,,,,Example Company 1,0000050187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,,8361103,,,,,,,,9834,1551.00,,,,03/12/2012,,,,,,Supply All INC,0000050188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,,8830509,,,,,,,,7732,190.33,,,,01/27/2017,,,,,,Digital Supply Co,0000050189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,,3869078,,,,,,,,9834,3312.33,,,,07/24/2013,,,,,,Supply All INC,0000050190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,,4494355,,,,,,,,4500,1242.00,,,,02/21/2016,,,,,,PARTS HOUSE LLC.,0000050191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,,9282426,,,,,,,,4500,479.33,,,,11/20/2013,,,,,,PARTS HOUSE LLC.,0000050192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,,3722506,,,,,,,,2342,2456.00,,,,02/01/2010,,,,,,The Walter Co,0000050193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,,3863237,,,,,,,,7732,2531.00,,,,10/14/2012,,,,,,Digital Supply Co,0000050194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,,658125,,,,,,,,2049,1720.00,,,,06/14/2014,,,,,,Example Company 1,0000050195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,,381285,,,,,,,,9834,1451.67,,,,05/28/2016,,,,,,Supply All INC,0000050196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,,5197677,,,,,,,,7732,923.00,,,,08/06/2011,,,,,,Digital Supply Co,0000050197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,,5751557,,,,,,,,2122,394.67,,,,09/23/2014,,,,,,WE SPRAY PESTICIDE CO.,0000050198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,,8094139,,,,,,,,1432,3235.33,,,,08/12/2011,,,,,,WESTERN PACKAGING,0000050199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,,940668,,,,,,,,2342,1205.00,,,,04/16/2014,,,,,,The Walter Co,0000050200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,,7173978,,,,,,,,1432,903.00,,,,07/01/2015,,,,,,WESTERN PACKAGING,0000050201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,,4576524,,,,,,,,9834,3225.33,,,,02/10/2015,,,,,,Supply All INC,0000050202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,,4054273,,,,,,,,7732,3131.67,,,,08/12/2014,,,,,,Digital Supply Co,0000050203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,,6888110,,,,,,,,7732,297.67,,,,04/12/2011,,,,,,Digital Supply Co,0000050204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,,1621847,,,,,,,,1432,2381.00,,,,01/18/2010,,,,,,WESTERN PACKAGING,0000050205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,,5818626,,,,,,,,4500,2107.67,,,,02/25/2011,,,,,,PARTS HOUSE LLC.,0000050206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,,8952166,,,,,,,,2122,1062.67,,,,07/25/2012,,,,,,WE SPRAY PESTICIDE CO.,0000050207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,,2204082,,,,,,,,9153,3119.33,,,,04/27/2010,,,,,,Water Supply INC,0000050208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,,3727363,,,,,,,,2049,1650.33,,,,05/15/2011,,,,,,Example Company 1,0000050209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,,6791196,,,,,,,,2342,379.00,,,,09/07/2011,,,,,,The Walter Co,0000050210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,,8498948,,,,,,,,9834,2940.67,,,,01/22/2019,,,,,,Supply All INC,0000050211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,,9970564,,,,,,,,7732,429.00,,,,04/24/2017,,,,,,Digital Supply Co,0000050212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,,994022,,,,,,,,2342,358.67,,,,08/14/2011,,,,,,The Walter Co,0000050213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,,6143458,,,,,,,,4500,2561.33,,,,09/22/2012,,,,,,PARTS HOUSE LLC.,0000050214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,,3636953,,,,,,,,4500,446.67,,,,03/12/2019,,,,,,PARTS HOUSE LLC.,0000050215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,,5334710,,,,,,,,2122,2795.33,,,,05/03/2012,,,,,,WE SPRAY PESTICIDE CO.,0000050216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,,7385479,,,,,,,,9834,2780.67,,,,11/18/2014,,,,,,Supply All INC,0000050217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,,4216497,,,,,,,,1432,2683.00,,,,09/04/2015,,,,,,WESTERN PACKAGING,0000050218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,,9575487,,,,,,,,9153,2338.67,,,,01/07/2013,,,,,,Water Supply INC,0000050219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,,9732007,,,,,,,,1432,537.67,,,,01/28/2016,,,,,,WESTERN PACKAGING,0000050220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,,6223609,,,,,,,,9834,1102.67,,,,02/18/2012,,,,,,Supply All INC,0000050221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,,286609,,,,,,,,9153,1843.00,,,,10/13/2019,,,,,,Water Supply INC,0000050222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,,7591813,,,,,,,,2049,1183.33,,,,11/24/2016,,,,,,Example Company 1,0000050223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,,3666026,,,,,,,,4500,3269.67,,,,04/08/2016,,,,,,PARTS HOUSE LLC.,0000050224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,,8348603,,,,,,,,4500,1596.00,,,,05/11/2014,,,,,,PARTS HOUSE LLC.,0000050225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,,3344370,,,,,,,,4500,3084.67,,,,08/23/2018,,,,,,PARTS HOUSE LLC.,0000050226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,,1563950,,,,,,,,9153,682.33,,,,07/15/2010,,,,,,Water Supply INC,0000050227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,,4793885,,,,,,,,4500,1178.00,,,,01/12/2016,,,,,,PARTS HOUSE LLC.,0000050228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,,6964717,,,,,,,,7732,2733.67,,,,01/15/2010,,,,,,Digital Supply Co,0000050229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,,8261773,,,,,,,,2049,1356.33,,,,04/09/2012,,,,,,Example Company 1,0000050230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,,5298549,,,,,,,,7732,1560.67,,,,06/06/2018,,,,,,Digital Supply Co,0000050231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,,4239837,,,,,,,,2049,1856.33,,,,09/07/2017,,,,,,Example Company 1,0000050232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,,3653646,,,,,,,,2049,1290.67,,,,10/06/2017,,,,,,Example Company 1,0000050233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,,2411724,,,,,,,,2049,2378.33,,,,08/24/2018,,,,,,Example Company 1,0000050234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,,9311859,,,,,,,,2342,753.00,,,,09/15/2013,,,,,,The Walter Co,0000050235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,,5579618,,,,,,,,4500,1431.33,,,,07/05/2019,,,,,,PARTS HOUSE LLC.,0000050236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,,7762590,,,,,,,,4500,2475.00,,,,09/26/2014,,,,,,PARTS HOUSE LLC.,0000050237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,,8091736,,,,,,,,9834,1230.00,,,,03/09/2011,,,,,,Supply All INC,0000050238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,,2729066,,,,,,,,9153,0.67,,,,05/25/2010,,,,,,Water Supply INC,0000050239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,,3492486,,,,,,,,1432,246.33,,,,04/17/2016,,,,,,WESTERN PACKAGING,0000050240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,,1500944,,,,,,,,2122,1938.67,,,,02/25/2019,,,,,,WE SPRAY PESTICIDE CO.,0000050241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,,4311207,,,,,,,,9153,1261.67,,,,07/22/2013,,,,,,Water Supply INC,0000050242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,,4234270,,,,,,,,2049,3088.67,,,,09/09/2013,,,,,,Example Company 1,0000050243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,,7297364,,,,,,,,4500,2368.33,,,,08/07/2011,,,,,,PARTS HOUSE LLC.,0000050244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,,6195198,,,,,,,,9834,847.67,,,,07/15/2016,,,,,,Supply All INC,0000050245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,,7018772,,,,,,,,7732,1768.67,,,,01/27/2010,,,,,,Digital Supply Co,0000050246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,,1917722,,,,,,,,4500,1381.00,,,,07/28/2011,,,,,,PARTS HOUSE LLC.,0000050247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,,7818368,,,,,,,,4500,116.67,,,,09/15/2010,,,,,,PARTS HOUSE LLC.,0000050248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,,1813518,,,,,,,,9834,3014.00,,,,06/08/2010,,,,,,Supply All INC,0000050249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,,9341599,,,,,,,,9834,1823.33,,,,08/06/2019,,,,,,Supply All INC,0000050250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,,4964515,,,,,,,,9834,1189.67,,,,03/13/2017,,,,,,Supply All INC,0000050251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,,2857003,,,,,,,,2342,1161.33,,,,04/25/2019,,,,,,The Walter Co,0000050252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,,6661992,,,,,,,,4500,970.00,,,,06/14/2013,,,,,,PARTS HOUSE LLC.,0000050253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,,3783811,,,,,,,,7732,375.00,,,,05/03/2014,,,,,,Digital Supply Co,0000050254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,,4963612,,,,,,,,7732,2125.67,,,,07/07/2010,,,,,,Digital Supply Co,0000050255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,,8125597,,,,,,,,9153,176.33,,,,03/16/2019,,,,,,Water Supply INC,0000050256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,,2481849,,,,,,,,2122,2006.00,,,,05/11/2019,,,,,,WE SPRAY PESTICIDE CO.,0000050257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,,6704649,,,,,,,,9153,611.67,,,,10/05/2018,,,,,,Water Supply INC,0000050258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,,6437515,,,,,,,,4500,729.00,,,,05/10/2019,,,,,,PARTS HOUSE LLC.,0000050259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,,6180201,,,,,,,,9834,541.67,,,,05/02/2012,,,,,,Supply All INC,0000050260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,,2001369,,,,,,,,2049,1244.33,,,,10/06/2011,,,,,,Example Company 1,0000050261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,,626358,,,,,,,,2342,2051.67,,,,09/07/2019,,,,,,The Walter Co,0000050262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,,9258329,,,,,,,,2122,902.33,,,,08/16/2013,,,,,,WE SPRAY PESTICIDE CO.,0000050263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,,8598198,,,,,,,,2049,2930.67,,,,07/27/2013,,,,,,Example Company 1,0000050264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,,9532682,,,,,,,,7732,2099.67,,,,01/16/2016,,,,,,Digital Supply Co,0000050265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,,8471917,,,,,,,,4500,1434.00,,,,05/25/2011,,,,,,PARTS HOUSE LLC.,0000050266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,,220598,,,,,,,,2049,1477.00,,,,04/03/2018,,,,,,Example Company 1,0000050267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,,8015143,,,,,,,,7732,2573.67,,,,01/04/2019,,,,,,Digital Supply Co,0000050268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,,3728614,,,,,,,,9834,1384.67,,,,02/26/2018,,,,,,Supply All INC,0000050269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,,5134932,,,,,,,,2342,356.33,,,,04/21/2016,,,,,,The Walter Co,0000050270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,,7100775,,,,,,,,7732,265.33,,,,02/22/2015,,,,,,Digital Supply Co,0000050271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,,8803454,,,,,,,,4500,2385.00,,,,04/01/2012,,,,,,PARTS HOUSE LLC.,0000050272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,,5337019,,,,,,,,2049,2173.33,,,,11/16/2016,,,,,,Example Company 1,0000050273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,,7171372,,,,,,,,4500,427.33,,,,11/13/2010,,,,,,PARTS HOUSE LLC.,0000050274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,,7131416,,,,,,,,9153,2224.67,,,,08/06/2016,,,,,,Water Supply INC,0000050275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,,3824226,,,,,,,,1432,2382.67,,,,04/26/2019,,,,,,WESTERN PACKAGING,0000050276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,,3313434,,,,,,,,2049,2656.67,,,,06/14/2019,,,,,,Example Company 1,0000050277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,,9515584,,,,,,,,9153,2634.67,,,,10/08/2014,,,,,,Water Supply INC,0000050278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,,6254403,,,,,,,,9834,610.00,,,,08/15/2016,,,,,,Supply All INC,0000050279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
